h1.coal	0.5
h2.coal	0.5
h3.coal	0.5
h4.coal	0.5
h5.coal	0.5
h6.coal	0.5
h7.coal	0.5
h8.coal	0.5
h9.coal	0.5
h10.coal	0.5
h11.coal	0.5
h12.coal	0.5
h13.coal	0.5
h14.coal	0.5
h15.coal	0.5
h16.coal	0.5
h17.coal	0.5
h18.coal	0.5
h19.coal	0.5
h20.coal	0.5
h21.coal	0.5
h22.coal	0.5
h23.coal	0.5
h24.coal	0.5
h25.coal	0.5
h26.coal	0.5
h27.coal	0.5
h28.coal	0.5
h29.coal	0.5
h30.coal	0.5
h31.coal	0.5
h32.coal	0.5
h33.coal	0.5
h34.coal	0.5
h35.coal	0.5
h36.coal	0.5
h37.coal	0.5
h38.coal	0.5
h39.coal	0.5
h40.coal	0.5
h41.coal	0.5
h42.coal	0.5
h43.coal	0.5
h44.coal	0.5
h45.coal	0.5
h46.coal	0.5
h47.coal	0.5
h48.coal	0.5
h49.coal	0.5
h50.coal	0.5
h51.coal	0.5
h52.coal	0.5
h53.coal	0.5
h54.coal	0.5
h55.coal	0.5
h56.coal	0.5
h57.coal	0.5
h58.coal	0.5
h59.coal	0.5
h60.coal	0.5
h61.coal	0.5
h62.coal	0.5
h63.coal	0.5
h64.coal	0.5
h65.coal	0.5
h66.coal	0.5
h67.coal	0.5
h68.coal	0.5
h69.coal	0.5
h70.coal	0.5
h71.coal	0.5
h72.coal	0.5
h73.coal	0.5
h74.coal	0.5
h75.coal	0.5
h76.coal	0.5
h77.coal	0.5
h78.coal	0.5
h79.coal	0.5
h80.coal	0.5
h81.coal	0.5
h82.coal	0.5
h83.coal	0.5
h84.coal	0.5
h85.coal	0.5
h86.coal	0.5
h87.coal	0.5
h88.coal	0.5
h89.coal	0.5
h90.coal	0.5
h91.coal	0.5
h92.coal	0.5
h93.coal	0.5
h94.coal	0.5
h95.coal	0.5
h96.coal	0.5
h97.coal	0.5
h98.coal	0.5
h99.coal	0.5
h100.coal	0.5
h101.coal	0.5
h102.coal	0.5
h103.coal	0.5
h104.coal	0.5
h105.coal	0.5
h106.coal	0.5
h107.coal	0.5
h108.coal	0.5
h109.coal	0.5
h110.coal	0.5
h111.coal	0.5
h112.coal	0.5
h113.coal	0.5
h114.coal	0.5
h115.coal	0.5
h116.coal	0.5
h117.coal	0.5
h118.coal	0.5
h119.coal	0.5
