h1.other	1.0
h2.other	1.0
h3.other	1.0
h4.other	1.0
h5.other	1.0
h6.other	1.0
h7.other	1.0
h8.other	1.0
h9.other	1.0
h10.other	1.0
h11.other	1.0
h12.other	1.0
h13.other	1.0
h14.other	1.0
h15.other	1.0
h16.other	1.0
h17.other	1.0
h18.other	1.0
h19.other	1.0
h20.other	1.0
h21.other	1.0
h22.other	1.0
h23.other	1.0
h24.other	1.0
h25.other	1.0
h26.other	1.0
h27.other	1.0
h28.other	1.0
h29.other	1.0
h30.other	1.0
h31.other	1.0
h32.other	1.0
h33.other	1.0
h34.other	1.0
h35.other	1.0
h36.other	1.0
h37.other	1.0
h38.other	1.0
h39.other	1.0
h40.other	1.0
h41.other	1.0
h42.other	1.0
h43.other	1.0
h44.other	1.0
h45.other	1.0
h46.other	1.0
h47.other	1.0
h48.other	1.0
h49.other	1.0
h50.other	1.0
h51.other	1.0
h52.other	1.0
h53.other	1.0
h54.other	1.0
h55.other	1.0
h56.other	1.0
h57.other	1.0
h58.other	1.0
h59.other	1.0
h60.other	1.0
h61.other	1.0
h62.other	1.0
h63.other	1.0
h64.other	1.0
h65.other	1.0
h66.other	1.0
h67.other	1.0
h68.other	1.0
h69.other	1.0
h70.other	1.0
h71.other	1.0
h72.other	1.0
h73.other	1.0
h74.other	1.0
h75.other	1.0
h76.other	1.0
h77.other	1.0
h78.other	1.0
h79.other	1.0
h80.other	1.0
h81.other	1.0
h82.other	1.0
h83.other	1.0
h84.other	1.0
h85.other	1.0
h86.other	1.0
h87.other	1.0
h88.other	1.0
h89.other	1.0
h90.other	1.0
h91.other	1.0
h92.other	1.0
h93.other	1.0
h94.other	1.0
h95.other	1.0
h96.other	1.0
h97.other	1.0
h98.other	1.0
h99.other	1.0
h100.other	1.0
h101.other	1.0
h102.other	1.0
h103.other	1.0
h104.other	1.0
h105.other	1.0
h106.other	1.0
h107.other	1.0
h108.other	1.0
h109.other	1.0
h110.other	1.0
h111.other	1.0
h112.other	1.0
h113.other	1.0
h114.other	1.0
h115.other	1.0
h116.other	1.0
h117.other	1.0
h118.other	1.0
h119.other	1.0
h120.other	1.0
h121.other	1.0
h122.other	1.0
h123.other	1.0
h124.other	1.0
h125.other	1.0
h126.other	1.0
h127.other	1.0
h128.other	1.0
h129.other	1.0
h130.other	1.0
h131.other	1.0
h132.other	1.0
h133.other	1.0
h134.other	1.0
h135.other	1.0
h136.other	1.0
h137.other	1.0
h138.other	1.0
h139.other	1.0
h140.other	1.0
h141.other	1.0
h142.other	1.0
h143.other	1.0
h144.other	1.0
h145.other	1.0
h146.other	1.0
h147.other	1.0
h148.other	1.0
h149.other	1.0
h150.other	1.0
h151.other	1.0
h152.other	1.0
h153.other	1.0
h154.other	1.0
h155.other	1.0
h156.other	1.0
h157.other	1.0
h158.other	1.0
h159.other	1.0
h160.other	1.0
h161.other	1.0
h162.other	1.0
h163.other	1.0
h164.other	1.0
h165.other	1.0
h166.other	1.0
h167.other	1.0
h168.other	1.0
h169.other	1.0
h170.other	1.0
h171.other	1.0
h172.other	1.0
h173.other	1.0
h174.other	1.0
h175.other	1.0
h176.other	1.0
h177.other	1.0
h178.other	1.0
h179.other	1.0
h180.other	1.0
h181.other	1.0
h182.other	1.0
h183.other	1.0
h184.other	1.0
h185.other	1.0
h186.other	1.0
h187.other	1.0
h188.other	1.0
h189.other	1.0
h190.other	1.0
h191.other	1.0
h192.other	1.0
h193.other	1.0
h194.other	1.0
h195.other	1.0
h196.other	1.0
h197.other	1.0
h198.other	1.0
h199.other	1.0
h200.other	1.0
h201.other	1.0
h202.other	1.0
h203.other	1.0
h204.other	1.0
h205.other	1.0
h206.other	1.0
h207.other	1.0
h208.other	1.0
h209.other	1.0
h210.other	1.0
h211.other	1.0
h212.other	1.0
h213.other	1.0
h214.other	1.0
h215.other	1.0
h216.other	1.0
h217.other	1.0
h218.other	1.0
h219.other	1.0
h220.other	1.0
h221.other	1.0
h222.other	1.0
h223.other	1.0
h224.other	1.0
h225.other	1.0
h226.other	1.0
h227.other	1.0
h228.other	1.0
h229.other	1.0
h230.other	1.0
h231.other	1.0
h232.other	1.0
h233.other	1.0
h234.other	1.0
h235.other	1.0
h236.other	1.0
h237.other	1.0
h238.other	1.0
h239.other	1.0
h240.other	1.0
h241.other	1.0
h242.other	1.0
h243.other	1.0
h244.other	1.0
h245.other	1.0
h246.other	1.0
h247.other	1.0
h248.other	1.0
h249.other	1.0
h250.other	1.0
h251.other	1.0
h252.other	1.0
h253.other	1.0
h254.other	1.0
h255.other	1.0
h256.other	1.0
h257.other	1.0
h258.other	1.0
h259.other	1.0
