h1	39523.950000000004
h2	37382.175
h3	36432.675
h4	35607.6
h5	35404.425
h6	34943.85
h7	34571.700000000004
h8	35178.075000000004
h9	36274.5
h10	38259.9
h11	39944.25
h12	42059.025
h13	42583.275
h14	41752.575000000004
h15	41156.325000000004
h16	41096.700000000004
h17	43077.6
h18	46264.5
h19	47058.975
h20	46189.125
h21	44519.4
h22	43208.325000000004
h23	42693.525
h24	40348.8
h25	38406.825000000004
h26	37361.925
h27	36715.950000000004
h28	36509.85
h29	36668.25
h30	36697.950000000004
h31	36365.175
h32	38028.825000000004
h33	40876.425
h34	43509.6
h35	45525.6
h36	48281.175
h37	49084.65
h38	48008.475
h39	47438.1
h40	47921.175
h41	49982.85
h42	52750.575000000004
h43	52888.950000000004
h44	51613.65
h45	49304.025
h46	47210.4
h47	45805.275
h48	43076.025
h49	40841.775
h50	39309.075000000004
h51	38345.85
h52	38825.325000000004
h53	40145.625
h54	43559.325000000004
h55	49883.175
h56	55440.9
h57	58529.475
h58	59796.675
h59	61071.3
h60	62490.15
h61	63087.525
h62	62372.700000000004
h63	61458.75
h64	60552.9
h65	61096.275
h66	63132.975
h67	62962.425
h68	61233.75
h69	57626.775
h70	54187.65
h71	51609.6
h72	48298.05
h73	45633.825000000004
h74	43605.9
h75	42887.475
h76	43312.5
h77	44356.950000000004
h78	46818.225
h79	51889.05
h80	56279.025
h81	59354.1
h82	60529.05
h83	61167.6
h84	62413.200000000004
h85	62637.3
h86	61783.425
h87	61155.0
h88	61015.275
h89	61659.0
h90	62956.125
h91	62711.55
h92	61445.025
h93	58066.875
h94	55231.200000000004
h95	52521.525
h96	49430.700000000004
h97	47177.325000000004
h98	45488.25
h99	44692.425
h100	45590.4
h101	47018.475
h102	49965.975
h103	55237.725
h104	60224.85
h105	63186.525
h106	64489.950000000004
h107	65483.1
h108	66918.825
h109	66760.65000000001
h110	66109.05
h111	64787.4
h112	64068.075000000004
h113	64530.450000000004
h114	66231.0
h115	65954.475
h116	64269.225
h117	60670.125
h118	57679.875
h119	54831.825000000004
h120	51707.925
h121	49350.375
h122	48252.6
h123	47299.05
h124	46852.65
h125	47338.425
h126	48887.775
h127	52135.875
h128	55994.4
h129	57827.925
h130	58809.375
h131	59263.875
h132	59795.55
h133	59204.25
h134	58021.65
h135	56706.525
h136	56201.175
h137	57257.775
h138	60619.950000000004
h139	61154.1
h140	60326.325000000004
h141	58114.35
h142	55566.9
h143	53943.75
h144	51463.125
h145	48518.775
h146	47095.875
h147	46274.4
h148	46426.275
h149	47950.65
h150	50461.875
h151	55293.075000000004
h152	59997.375
h153	62786.700000000004
h154	64415.475
h155	65074.5
h156	65792.925
h157	65947.95
h158	64275.525
h159	63456.525
h160	62892.9
h161	63092.025
h162	64388.475
h163	63426.825000000004
h164	61246.575000000004
h165	57996.0
h166	55308.825000000004
h167	53130.825000000004
h168	50235.975
h169	47425.275
h170	45479.25
h171	44647.425
h172	44588.925
h173	44169.525
h174	44223.975
h175	45248.4
h176	47228.625
h177	50020.425
h178	53433.675
h179	55038.6
h180	56383.875
h181	56626.65
h182	55818.450000000004
h183	55063.8
h184	55277.1
h185	56776.05
h186	59999.4
h187	60270.3
h188	58482.9
h189	55720.125
h190	53239.5
h191	52039.8
h192	49555.125
h193	46785.825000000004
h194	44900.1
h195	43731.675
h196	43043.85
h197	43330.05
h198	43021.35
h199	42912.450000000004
h200	44531.325000000004
h201	47018.025
h202	50508.225
h203	52610.175
h204	54479.700000000004
h205	54322.65
h206	52655.625
h207	51319.125
h208	50767.875
h209	52200.0
h210	55186.200000000004
h211	55680.3
h212	54092.475
h213	51798.6
h214	49897.125
h215	49086.225
h216	46608.75
h217	44804.025
h218	43450.875
h219	43163.775
h220	43355.925
h221	44663.85
h222	48124.125
h223	55205.325000000004
h224	61049.25
h225	64211.4
h226	64445.175
h227	64662.75
h228	65121.3
h229	65216.700000000004
h230	64478.025
h231	63439.875
h232	63050.4
h233	63331.425
h234	65757.6
h235	65486.700000000004
h236	64043.1
h237	60432.075000000004
h238	57143.025
h239	54489.825000000004
h240	51353.775
h241	49742.55
h242	48317.625
h243	47950.65
h244	47991.825000000004
h245	49099.950000000004
h246	51788.925
h247	57490.875
h248	62727.3
h249	64975.275
h250	65161.125
h251	65549.02500000001
h252	66416.175
h253	66091.5
h254	64754.55
h255	63670.725
h256	63344.025
h257	63744.975
h258	66136.27500000001
h259	65895.75
h260	64396.8
h261	60957.0
