h1.pv	0.0
h2.pv	0.0
h3.pv	0.0
h4.pv	0.0
h5.pv	0.0
h6.pv	0.0
h7.pv	0.0
h8.pv	0.0
h9.pv	0.015
h10.pv	0.019
h11.pv	0.017
h12.pv	0.01
h13.pv	0.011
h14.pv	0.016
h15.pv	0.006
h16.pv	0.0
h17.pv	0.0
h18.pv	0.0
h19.pv	0.0
h20.pv	0.0
h21.pv	0.0
h22.pv	0.0
h23.pv	0.0
h24.pv	0.0
h25.pv	0.0
h26.pv	0.0
h27.pv	0.0
h28.pv	0.0
h29.pv	0.0
h30.pv	0.0
h31.pv	0.0
h32.pv	0.007
h33.pv	0.111
h34.pv	0.23
h35.pv	0.27
h36.pv	0.253
h37.pv	0.226
h38.pv	0.156
h39.pv	0.045
h40.pv	0.0
h41.pv	0.0
h42.pv	0.0
h43.pv	0.0
h44.pv	0.0
h45.pv	0.0
h46.pv	0.0
h47.pv	0.0
h48.pv	0.0
h49.pv	0.0
h50.pv	0.0
h51.pv	0.0
h52.pv	0.0
h53.pv	0.0
h54.pv	0.0
h55.pv	0.0
h56.pv	0.016
h57.pv	0.159
h58.pv	0.276
h59.pv	0.31
h60.pv	0.328
h61.pv	0.284
h62.pv	0.19
h63.pv	0.056
h64.pv	0.0
h65.pv	0.0
h66.pv	0.0
h67.pv	0.0
h68.pv	0.0
h69.pv	0.0
h70.pv	0.0
h71.pv	0.0
h72.pv	0.0
h73.pv	0.0
h74.pv	0.0
h75.pv	0.0
h76.pv	0.0
h77.pv	0.0
h78.pv	0.0
h79.pv	0.0
h80.pv	0.001
h81.pv	0.018
h82.pv	0.037
h83.pv	0.042
h84.pv	0.028
h85.pv	0.021
h86.pv	0.016
h87.pv	0.004
h88.pv	0.0
h89.pv	0.0
h90.pv	0.0
h91.pv	0.0
h92.pv	0.0
h93.pv	0.0
h94.pv	0.0
h95.pv	0.0
h96.pv	0.0
h97.pv	0.0
h98.pv	0.0
h99.pv	0.0
h100.pv	0.0
h101.pv	0.0
h102.pv	0.0
h103.pv	0.0
h104.pv	0.0
h105.pv	0.008
h106.pv	0.015
h107.pv	0.019
h108.pv	0.021
h109.pv	0.017
h110.pv	0.009
h111.pv	0.001
h112.pv	0.0
h113.pv	0.0
h114.pv	0.0
h115.pv	0.0
h116.pv	0.0
h117.pv	0.0
h118.pv	0.0
h119.pv	0.0
h120.pv	0.0
h121.pv	0.0
h122.pv	0.0
h123.pv	0.0
h124.pv	0.0
h125.pv	0.0
h126.pv	0.0
h127.pv	0.0
h128.pv	0.002
h129.pv	0.038
h130.pv	0.087
h131.pv	0.118
h132.pv	0.131
h133.pv	0.089
h134.pv	0.04
h135.pv	0.006
h136.pv	0.0
h137.pv	0.0
h138.pv	0.0
h139.pv	0.0
h140.pv	0.0
h141.pv	0.0
h142.pv	0.0
h143.pv	0.0
h144.pv	0.0
h145.pv	0.0
h146.pv	0.0
h147.pv	0.0
h148.pv	0.0
h149.pv	0.0
h150.pv	0.0
h151.pv	0.0
h152.pv	0.0
h153.pv	0.016
h154.pv	0.045
h155.pv	0.071
h156.pv	0.083
h157.pv	0.074
h158.pv	0.048
h159.pv	0.016
h160.pv	0.0
h161.pv	0.0
h162.pv	0.0
h163.pv	0.0
h164.pv	0.0
h165.pv	0.0
h166.pv	0.0
h167.pv	0.0
h168.pv	0.0
h169.pv	0.0
h170.pv	0.0
h171.pv	0.0
h172.pv	0.0
h173.pv	0.0
h174.pv	0.0
h175.pv	0.0
h176.pv	0.001
h177.pv	0.023
h178.pv	0.048
h179.pv	0.059
h180.pv	0.051
h181.pv	0.038
h182.pv	0.02
h183.pv	0.005
h184.pv	0.0
h185.pv	0.0
h186.pv	0.0
h187.pv	0.0
h188.pv	0.0
h189.pv	0.0
h190.pv	0.0
h191.pv	0.0
h192.pv	0.0
h193.pv	0.0
h194.pv	0.0
h195.pv	0.0
h196.pv	0.0
h197.pv	0.0
h198.pv	0.0
h199.pv	0.0
h200.pv	0.001
h201.pv	0.023
h202.pv	0.044
h203.pv	0.057
h204.pv	0.061
h205.pv	0.055
h206.pv	0.041
h207.pv	0.01
h208.pv	0.0
h209.pv	0.0
h210.pv	0.0
h211.pv	0.0
h212.pv	0.0
h213.pv	0.0
h214.pv	0.0
h215.pv	0.0
h216.pv	0.0
h217.pv	0.0
h218.pv	0.0
h219.pv	0.0
h220.pv	0.0
h221.pv	0.0
h222.pv	0.0
h223.pv	0.0
h224.pv	0.004
h225.pv	0.051
h226.pv	0.109
h227.pv	0.145
h228.pv	0.183
h229.pv	0.171
h230.pv	0.121
h231.pv	0.031
h232.pv	0.0
h233.pv	0.0
h234.pv	0.0
h235.pv	0.0
h236.pv	0.0
h237.pv	0.0
h238.pv	0.0
h239.pv	0.0
h240.pv	0.0
h241.pv	0.0
h242.pv	0.0
h243.pv	0.0
h244.pv	0.0
h245.pv	0.0
h246.pv	0.0
h247.pv	0.0
h248.pv	0.001
h249.pv	0.024
h250.pv	0.045
h251.pv	0.049
h252.pv	0.039
h253.pv	0.025
h254.pv	0.014
h255.pv	0.002
h256.pv	0.0
h257.pv	0.0
h258.pv	0.0
h259.pv	0.0
h260.pv	0.0
h261.pv	0.0
h262.pv	0.0
h263.pv	0.0
h264.pv	0.0
h265.pv	0.0
h266.pv	0.0
h267.pv	0.0
h268.pv	0.0
h269.pv	0.0
h270.pv	0.0
h271.pv	0.0
h272.pv	0.0
h273.pv	0.013
h274.pv	0.036
h275.pv	0.057
h276.pv	0.071
h277.pv	0.06
h278.pv	0.023
h279.pv	0.004
h280.pv	0.0
h281.pv	0.0
h282.pv	0.0
h283.pv	0.0
h284.pv	0.0
h285.pv	0.0
h286.pv	0.0
h287.pv	0.0
h288.pv	0.0
h289.pv	0.0
h290.pv	0.0
h291.pv	0.0
h292.pv	0.0
h293.pv	0.0
h294.pv	0.0
h295.pv	0.0
h296.pv	0.0
h297.pv	0.004
h298.pv	0.022
h299.pv	0.029
h300.pv	0.028
h301.pv	0.018
h302.pv	0.008
h303.pv	0.001
h304.pv	0.0
h305.pv	0.0
h306.pv	0.0
h307.pv	0.0
h308.pv	0.0
h309.pv	0.0
h310.pv	0.0
h311.pv	0.0
h312.pv	0.0
h313.pv	0.0
h314.pv	0.0
h315.pv	0.0
h316.pv	0.0
h317.pv	0.0
h318.pv	0.0
h319.pv	0.0
h320.pv	0.021
h321.pv	0.097
h322.pv	0.154
h323.pv	0.225
h324.pv	0.225
h325.pv	0.168
h326.pv	0.113
h327.pv	0.04
h328.pv	0.0
h329.pv	0.0
h330.pv	0.0
h331.pv	0.0
h332.pv	0.0
h333.pv	0.0
h334.pv	0.0
h335.pv	0.0
h336.pv	0.0
h337.pv	0.0
h338.pv	0.0
h339.pv	0.0
h340.pv	0.0
h341.pv	0.0
h342.pv	0.0
h343.pv	0.0
h344.pv	0.019
h345.pv	0.065
h346.pv	0.13
h347.pv	0.16
h348.pv	0.114
h349.pv	0.086
h350.pv	0.051
h351.pv	0.013
h352.pv	0.0
h353.pv	0.0
h354.pv	0.0
h355.pv	0.0
h356.pv	0.0
h357.pv	0.0
h358.pv	0.0
h359.pv	0.0
h360.pv	0.0
h361.pv	0.0
h362.pv	0.0
h363.pv	0.0
h364.pv	0.0
h365.pv	0.0
h366.pv	0.0
h367.pv	0.0
h368.pv	0.003
h369.pv	0.035
h370.pv	0.068
h371.pv	0.082
h372.pv	0.084
h373.pv	0.083
h374.pv	0.093
h375.pv	0.04
h376.pv	0.0
h377.pv	0.0
h378.pv	0.0
h379.pv	0.0
h380.pv	0.0
h381.pv	0.0
h382.pv	0.0
h383.pv	0.0
h384.pv	0.0
h385.pv	0.0
h386.pv	0.0
h387.pv	0.0
h388.pv	0.0
h389.pv	0.0
h390.pv	0.0
h391.pv	0.0
h392.pv	0.01
h393.pv	0.065
h394.pv	0.103
h395.pv	0.142
h396.pv	0.241
h397.pv	0.295
h398.pv	0.214
h399.pv	0.061
h400.pv	0.0
h401.pv	0.0
h402.pv	0.0
h403.pv	0.0
h404.pv	0.0
h405.pv	0.0
h406.pv	0.0
h407.pv	0.0
h408.pv	0.0
h409.pv	0.0
h410.pv	0.0
h411.pv	0.0
h412.pv	0.0
h413.pv	0.0
h414.pv	0.0
h415.pv	0.0
h416.pv	0.047
h417.pv	0.213
h418.pv	0.403
h419.pv	0.481
h420.pv	0.493
h421.pv	0.443
h422.pv	0.33
h423.pv	0.16
h424.pv	0.006
h425.pv	0.0
h426.pv	0.0
h427.pv	0.0
h428.pv	0.0
h429.pv	0.0
h430.pv	0.0
h431.pv	0.0
h432.pv	0.0
h433.pv	0.0
h434.pv	0.0
h435.pv	0.0
h436.pv	0.0
h437.pv	0.0
h438.pv	0.0
h439.pv	0.0
h440.pv	0.034
h441.pv	0.139
h442.pv	0.26
h443.pv	0.354
h444.pv	0.384
h445.pv	0.354
h446.pv	0.262
h447.pv	0.117
h448.pv	0.003
h449.pv	0.0
h450.pv	0.0
h451.pv	0.0
h452.pv	0.0
h453.pv	0.0
h454.pv	0.0
h455.pv	0.0
h456.pv	0.0
h457.pv	0.0
h458.pv	0.0
h459.pv	0.0
h460.pv	0.0
h461.pv	0.0
h462.pv	0.0
h463.pv	0.0
h464.pv	0.075
h465.pv	0.232
h466.pv	0.39
h467.pv	0.465
h468.pv	0.488
h469.pv	0.437
h470.pv	0.326
h471.pv	0.156
h472.pv	0.006
h473.pv	0.0
h474.pv	0.0
